N,k,inf_rate,model,max_inf,t_max
1000.0,4.0,0.9,48,2602,56
1000.0,4.0,0.9,49,2291,81
1000.0,4.0,0.9,50,2064,79
1000.0,4.0,0.9,51,2071,82
1000.0,4.0,0.9,52,3335,42
1000.0,4.0,0.9,53,3718,49
1000.0,4.0,0.9,54,3580,64
1000.0,4.0,0.9,55,3601,64
1000.0,4.0,0.9,56,3542,49
1000.0,4.0,0.9,57,3997,52
1000.0,4.0,0.9,58,2940,50
1000.0,4.0,0.9,59,3627,44
1000.0,4.0,0.9,60,3815,49
1000.0,4.0,0.9,61,4188,42
1000.0,4.0,0.9,62,2073,67
1000.0,4.0,0.9,63,2435,69
1000.0,4.0,0.9,64,3892,52
1000.0,4.0,0.9,65,3043,46
1000.0,4.0,0.9,66,3767,49
1000.0,4.0,0.9,67,3006,39
1000.0,4.0,0.9,68,2560,42
1000.0,4.0,0.9,69,2356,39
1000.0,4.0,0.9,70,2057,58
1000.0,4.0,0.9,71,3686,55
1000.0,4.0,0.9,72,2152,68
1000.0,4.0,0.9,73,3068,40
1000.0,4.0,0.9,74,2465,71
1000.0,4.0,0.9,75,2091,53
1000.0,4.0,0.9,76,2173,74
1000.0,4.0,0.9,77,3436,50
1000.0,4.0,0.9,78,3317,50
1000.0,4.0,0.9,79,3285,40
1000.0,4.0,0.9,80,3643,56
1000.0,4.0,0.9,81,2673,38
1000.0,4.0,0.9,82,3818,53
1000.0,4.0,0.9,83,2777,40
1000.0,4.0,0.9,84,3655,66
1000.0,4.0,0.9,85,3788,42
1000.0,4.0,0.9,86,3455,43
1000.0,4.0,0.9,87,4096,50
1000.0,4.0,0.9,88,3876,48
1000.0,4.0,0.9,89,4042,49
1000.0,4.0,0.9,90,2136,54
1000.0,4.0,0.9,91,3849,47
1000.0,4.0,0.9,92,3573,62
1000.0,4.0,0.9,93,3775,46
1000.0,4.0,0.9,94,2371,75
1000.0,4.0,0.9,95,2924,47
1000.0,4.0,0.9,96,3587,69
1000.0,4.0,0.9,97,2968,43
1000.0,4.0,0.9,98,3554,43
1000.0,4.0,0.9,99,2097,99
1000.0,4.0,1.0,0,3813,48
1000.0,4.0,1.0,1,2426,63
1000.0,4.0,1.0,2,3617,73
1000.0,4.0,1.0,3,3241,58
1000.0,4.0,1.0,4,2301,56
1000.0,4.0,1.0,5,1985,96
1000.0,4.0,1.0,6,4122,51
1000.0,4.0,1.0,7,3586,67
1000.0,4.0,1.0,8,3711,44
1000.0,4.0,1.0,9,2461,61
1000.0,4.0,1.0,10,2074,68
1000.0,4.0,1.0,11,2523,71
1000.0,4.0,1.0,12,4001,56
1000.0,4.0,1.0,13,3614,43
1000.0,4.0,1.0,14,3551,43
1000.0,4.0,1.0,15,4094,46
1000.0,4.0,1.0,16,2201,47
1000.0,4.0,1.0,17,2548,45
1000.0,4.0,1.0,18,2962,40
1000.0,4.0,1.0,19,2696,54
1000.0,4.0,1.0,20,3377,45
1000.0,4.0,1.0,21,3650,50
1000.0,4.0,1.0,22,2069,93
1000.0,4.0,1.0,23,3469,49
1000.0,4.0,1.0,24,2824,40
1000.0,4.0,1.0,25,4056,51
1000.0,4.0,1.0,26,3219,52
1000.0,4.0,1.0,27,2880,44
1000.0,4.0,1.0,28,3665,43
1000.0,4.0,1.0,29,3238,43
1000.0,4.0,1.0,30,2472,41
1000.0,4.0,1.0,31,3513,42
1000.0,4.0,1.0,32,2141,38
1000.0,4.0,1.0,33,2653,43
1000.0,4.0,1.0,34,3991,47
1000.0,4.0,1.0,35,3429,45
1000.0,4.0,1.0,36,3534,55
1000.0,4.0,1.0,37,2242,49
1000.0,4.0,1.0,38,2928,40
1000.0,4.0,1.0,39,3102,37
1000.0,4.0,1.0,40,3555,67
1000.0,4.0,1.0,41,3720,54
1000.0,4.0,1.0,42,3644,65
1000.0,4.0,1.0,43,2107,66
1000.0,4.0,1.0,44,2731,43
1000.0,4.0,1.0,45,3535,49
1000.0,4.0,1.0,46,2122,79
1000.0,4.0,1.0,47,2361,63
1000.0,4.0,1.0,48,2260,80
1000.0,4.0,1.0,49,2042,95
1000.0,4.0,1.0,50,3519,49
1000.0,4.0,1.0,51,2084,48
1000.0,4.0,1.0,52,2618,38
1000.0,4.0,1.0,53,3148,52
1000.0,4.0,1.0,54,3277,46
1000.0,4.0,1.0,55,2202,58
1000.0,4.0,1.0,56,3166,41
1000.0,4.0,1.0,57,4072,40
1000.0,4.0,1.0,58,3408,45
1000.0,4.0,1.0,59,2788,40
1000.0,4.0,1.0,60,3369,44
1000.0,4.0,1.0,61,3675,46
1000.0,4.0,1.0,62,2210,78
1000.0,4.0,1.0,63,3930,50
1000.0,4.0,1.0,64,3623,77
1000.0,4.0,1.0,65,3996,50
1000.0,4.0,1.0,66,3946,45
1000.0,4.0,1.0,67,2450,72
1000.0,4.0,1.0,68,3406,71
1000.0,4.0,1.0,69,2221,44
1000.0,4.0,1.0,70,3040,47
1000.0,4.0,1.0,71,3530,50
1000.0,4.0,1.0,72,2674,41
1000.0,4.0,1.0,73,4086,50
1000.0,4.0,1.0,74,3936,46
1000.0,4.0,1.0,75,2466,68
1000.0,4.0,1.0,76,2155,81
1000.0,4.0,1.0,77,3592,40
1000.0,4.0,1.0,78,3586,56
1000.0,4.0,1.0,79,3898,50
1000.0,4.0,1.0,80,2689,47
1000.0,4.0,1.0,81,2871,49
1000.0,4.0,1.0,82,3227,45
1000.0,4.0,1.0,83,2217,56
1000.0,4.0,1.0,84,3281,47
1000.0,4.0,1.0,85,3984,49
1000.0,4.0,1.0,86,3403,55
1000.0,4.0,1.0,87,2407,76
1000.0,4.0,1.0,88,3731,52
1000.0,4.0,1.0,89,3602,52
1000.0,4.0,1.0,90,3536,47
1000.0,4.0,1.0,91,3763,42
1000.0,4.0,1.0,92,2429,62
1000.0,4.0,1.0,93,3508,47
1000.0,4.0,1.0,94,2730,53
1000.0,4.0,1.0,95,3837,48
1000.0,4.0,1.0,96,1996,79
1000.0,4.0,1.0,97,2418,49
1000.0,4.0,1.0,98,3761,42
1000.0,4.0,1.0,99,3793,53
1000.0,6.0,0.1,0,1455,84
1000.0,6.0,0.1,1,1574,134
1000.0,6.0,0.1,2,1973,132
1000.0,6.0,0.1,3,1394,80
1000.0,6.0,0.1,4,2045,109
1000.0,6.0,0.1,5,1796,120
1000.0,6.0,0.1,6,2018,128
1000.0,6.0,0.1,7,1748,116
1000.0,6.0,0.1,8,1973,116
1000.0,6.0,0.1,9,1798,138
1000.0,6.0,0.1,10,1430,86
1000.0,6.0,0.1,11,1563,87
1000.0,6.0,0.1,12,2024,134
1000.0,6.0,0.1,13,1738,117
1000.0,6.0,0.1,14,1670,133
1000.0,6.0,0.1,15,1458,94
1000.0,6.0,0.1,16,1670,145
1000.0,6.0,0.1,17,1587,126
1000.0,6.0,0.1,18,1655,119
1000.0,6.0,0.1,19,2136,127
1000.0,6.0,0.1,20,1642,125
1000.0,6.0,0.1,21,2076,131
1000.0,6.0,0.1,22,2412,121
1000.0,6.0,0.1,23,2146,128
1000.0,6.0,0.1,24,1696,148
1000.0,6.0,0.1,25,1990,135
1000.0,6.0,0.1,26,2060,112
1000.0,6.0,0.1,27,1960,119
1000.0,6.0,0.1,28,1558,114
1000.0,6.0,0.1,29,1490,115
1000.0,6.0,0.1,30,1856,102
1000.0,6.0,0.1,31,2088,126
1000.0,6.0,0.1,32,2028,110
1000.0,6.0,0.1,33,1807,135
1000.0,6.0,0.1,34,1985,124
1000.0,6.0,0.1,35,2153,119
1000.0,6.0,0.1,36,1772,134
1000.0,6.0,0.1,37,1403,110
1000.0,6.0,0.1,38,1857,112
1000.0,6.0,0.1,39,2101,116
1000.0,6.0,0.1,40,1816,124
1000.0,6.0,0.1,41,1595,108
1000.0,6.0,0.1,42,1563,123
1000.0,6.0,0.1,43,2299,128
1000.0,6.0,0.1,44,1911,128
1000.0,6.0,0.1,45,1540,130
1000.0,6.0,0.1,46,1971,131
1000.0,6.0,0.1,47,1895,110
1000.0,6.0,0.1,48,1651,134
1000.0,6.0,0.1,49,1680,104
1000.0,6.0,0.1,50,1895,130
1000.0,6.0,0.1,51,1808,139
1000.0,6.0,0.1,52,2122,114
1000.0,6.0,0.1,53,1597,138
1000.0,6.0,0.1,54,1914,133
1000.0,6.0,0.1,55,2560,121
1000.0,6.0,0.1,56,1443,112
1000.0,6.0,0.1,57,1992,125
1000.0,6.0,0.1,58,1795,134
1000.0,6.0,0.1,59,1500,115
1000.0,6.0,0.1,60,1484,83
1000.0,6.0,0.1,61,1774,93
1000.0,6.0,0.1,62,2160,125
1000.0,6.0,0.1,63,1486,105
1000.0,6.0,0.1,64,1932,137
1000.0,6.0,0.1,65,1559,125
1000.0,6.0,0.1,66,2322,127
1000.0,6.0,0.1,67,1810,132
1000.0,6.0,0.1,68,1942,107
1000.0,6.0,0.1,69,1367,112
1000.0,6.0,0.1,70,1896,134
1000.0,6.0,0.1,71,1568,127
1000.0,6.0,0.1,72,1632,115
1000.0,6.0,0.1,73,1599,142
1000.0,6.0,0.1,74,1570,121
1000.0,6.0,0.1,75,2162,107
1000.0,6.0,0.1,76,2358,108
1000.0,6.0,0.1,77,2080,107
1000.0,6.0,0.1,78,2004,128
1000.0,6.0,0.1,79,2269,126
1000.0,6.0,0.1,80,1572,107
1000.0,6.0,0.1,81,2287,125
1000.0,6.0,0.1,82,1542,131
1000.0,6.0,0.1,83,2016,124
1000.0,6.0,0.1,84,1844,137
1000.0,6.0,0.1,85,1791,125
1000.0,6.0,0.1,86,2000,127
1000.0,6.0,0.1,87,1534,129
1000.0,6.0,0.1,88,2048,138
1000.0,6.0,0.1,89,1602,88
1000.0,6.0,0.1,90,1360,98
1000.0,6.0,0.1,91,1730,113
1000.0,6.0,0.1,92,2010,135
1000.0,6.0,0.1,93,1966,122
1000.0,6.0,0.1,94,1971,128
1000.0,6.0,0.1,95,1724,140
1000.0,6.0,0.1,96,1696,136
1000.0,6.0,0.1,97,1339,108
1000.0,6.0,0.1,98,1810,112
1000.0,6.0,0.1,99,1522,111
1000.0,6.0,0.2,0,3148,72
1000.0,6.0,0.2,1,3306,72
1000.0,6.0,0.2,2,2652,82
1000.0,6.0,0.2,3,3031,87
1000.0,6.0,0.2,4,2889,77
1000.0,6.0,0.2,5,3265,84
1000.0,6.0,0.2,6,3067,70
1000.0,6.0,0.2,7,2955,82
1000.0,6.0,0.2,8,2939,84
1000.0,6.0,0.2,9,3262,70
1000.0,6.0,0.2,10,2291,63
1000.0,6.0,0.2,11,3672,71
1000.0,6.0,0.2,12,2940,68
1000.0,6.0,0.2,13,3150,76
1000.0,6.0,0.2,14,2279,70
1000.0,6.0,0.2,15,2859,78
1000.0,6.0,0.2,16,2933,80
1000.0,6.0,0.2,17,3150,73
1000.0,6.0,0.2,18,2575,72
1000.0,6.0,0.2,19,2396,77
1000.0,6.0,0.2,20,3375,76
1000.0,6.0,0.2,21,2621,73
1000.0,6.0,0.2,22,3424,69
1000.0,6.0,0.2,23,3172,68
1000.0,6.0,0.2,24,2327,57
1000.0,6.0,0.2,25,3251,80
1000.0,6.0,0.2,26,2444,71
1000.0,6.0,0.2,27,2837,87
1000.0,6.0,0.2,28,3439,77
1000.0,6.0,0.2,29,2677,71
1000.0,6.0,0.2,30,3993,77
1000.0,6.0,0.2,31,2733,81
1000.0,6.0,0.2,32,3328,74
1000.0,6.0,0.2,33,2220,63
1000.0,6.0,0.2,34,2783,86
1000.0,6.0,0.2,35,3041,84
1000.0,6.0,0.2,36,2583,78
1000.0,6.0,0.2,37,3645,73
1000.0,6.0,0.2,38,3107,72
1000.0,6.0,0.2,39,2347,67
1000.0,6.0,0.2,40,2896,87
1000.0,6.0,0.2,41,2559,70
1000.0,6.0,0.2,42,2333,72
1000.0,6.0,0.2,43,3553,75
1000.0,6.0,0.2,44,3060,77
1000.0,6.0,0.2,45,2701,77
1000.0,6.0,0.2,46,3184,65
1000.0,6.0,0.2,47,2641,76
1000.0,6.0,0.2,48,3341,71
1000.0,6.0,0.2,49,2615,63
1000.0,6.0,0.2,50,3193,66
1000.0,6.0,0.2,51,3252,71
1000.0,6.0,0.2,52,3373,78
1000.0,6.0,0.2,53,3314,80
1000.0,6.0,0.2,54,3319,77
1000.0,6.0,0.2,55,3099,83
1000.0,6.0,0.2,56,2682,83
1000.0,6.0,0.2,57,3668,70
1000.0,6.0,0.2,58,2359,72
1000.0,6.0,0.2,59,2698,87
1000.0,6.0,0.2,60,2624,56
1000.0,6.0,0.2,61,2860,87
1000.0,6.0,0.2,62,3881,76
1000.0,6.0,0.2,63,2543,84
1000.0,6.0,0.2,64,2775,69
1000.0,6.0,0.2,65,3139,74
1000.0,6.0,0.2,66,3473,74
1000.0,6.0,0.2,67,3211,81
1000.0,6.0,0.2,68,2807,84
1000.0,6.0,0.2,69,3642,73
1000.0,6.0,0.2,70,2688,70
1000.0,6.0,0.2,71,3613,71
1000.0,6.0,0.2,72,3170,76
1000.0,6.0,0.2,73,2651,76
1000.0,6.0,0.2,74,2721,62
1000.0,6.0,0.2,75,2623,84
1000.0,6.0,0.2,76,2564,72
1000.0,6.0,0.2,77,2295,75
1000.0,6.0,0.2,78,3403,73
1000.0,6.0,0.2,79,3792,73
1000.0,6.0,0.2,80,2809,71
1000.0,6.0,0.2,81,3154,63
1000.0,6.0,0.2,82,3039,68
1000.0,6.0,0.2,83,3178,69
1000.0,6.0,0.2,84,3297,83
1000.0,6.0,0.2,85,3311,72
1000.0,6.0,0.2,86,2830,71
1000.0,6.0,0.2,87,3173,79
1000.0,6.0,0.2,88,3425,69
1000.0,6.0,0.2,89,3120,65
1000.0,6.0,0.2,90,2823,58
1000.0,6.0,0.2,91,3336,73
1000.0,6.0,0.2,92,2964,69
1000.0,6.0,0.2,93,2627,86
1000.0,6.0,0.2,94,3120,83
1000.0,6.0,0.2,95,2831,64
1000.0,6.0,0.2,96,3783,74
1000.0,6.0,0.2,97,2475,83
1000.0,6.0,0.2,98,2925,77
1000.0,6.0,0.2,99,2596,74
1000.0,6.0,0.3,0,3583,61
1000.0,6.0,0.3,1,3889,64
1000.0,6.0,0.3,2,3162,58
1000.0,6.0,0.3,3,4737,57
1000.0,6.0,0.3,4,4672,60
1000.0,6.0,0.3,5,3830,67
1000.0,6.0,0.3,6,2862,44
1000.0,6.0,0.3,7,3257,68
1000.0,6.0,0.3,8,2890,51
1000.0,6.0,0.3,9,3717,57
1000.0,6.0,0.3,10,4032,60
1000.0,6.0,0.3,11,3583,65
1000.0,6.0,0.3,12,3366,65
1000.0,6.0,0.3,13,3497,65
1000.0,6.0,0.3,14,3912,66
1000.0,6.0,0.3,15,4250,60
1000.0,6.0,0.3,16,2964,55
1000.0,6.0,0.3,17,3250,71
1000.0,6.0,0.3,18,4469,57
1000.0,6.0,0.3,19,4228,54
1000.0,6.0,0.3,20,3818,60
1000.0,6.0,0.3,21,3884,65
1000.0,6.0,0.3,22,3375,59
1000.0,6.0,0.3,23,3536,69
1000.0,6.0,0.3,24,3368,56
1000.0,6.0,0.3,25,3000,59
1000.0,6.0,0.3,26,4139,62
1000.0,6.0,0.3,27,4185,57
1000.0,6.0,0.3,28,2816,47
1000.0,6.0,0.3,29,2946,65
1000.0,6.0,0.3,30,2967,54
1000.0,6.0,0.3,31,3678,68
1000.0,6.0,0.3,32,4802,59
1000.0,6.0,0.3,33,3400,55
1000.0,6.0,0.3,34,3182,64
1000.0,6.0,0.3,35,3025,54
1000.0,6.0,0.3,36,4327,59
1000.0,6.0,0.3,37,2958,47
1000.0,6.0,0.3,38,3875,63
1000.0,6.0,0.3,39,3598,66
1000.0,6.0,0.3,40,3261,65
1000.0,6.0,0.3,41,2930,46
1000.0,6.0,0.3,42,3971,66
1000.0,6.0,0.3,43,2876,53
1000.0,6.0,0.3,44,3959,66
1000.0,6.0,0.3,45,2812,46
1000.0,6.0,0.3,46,4005,57
1000.0,6.0,0.3,47,2929,50
1000.0,6.0,0.3,48,4735,58
1000.0,6.0,0.3,49,4274,57
1000.0,6.0,0.3,50,2900,49
1000.0,6.0,0.3,51,3030,49
1000.0,6.0,0.3,52,3602,63
1000.0,6.0,0.3,53,3133,46
1000.0,6.0,0.3,54,3998,66
1000.0,6.0,0.3,55,3883,64
1000.0,6.0,0.3,56,4362,60
1000.0,6.0,0.3,57,3692,65
1000.0,6.0,0.3,58,3020,52
1000.0,6.0,0.3,59,4055,56
1000.0,6.0,0.3,60,3941,62
1000.0,6.0,0.3,61,3747,67
1000.0,6.0,0.3,62,4397,60
1000.0,6.0,0.3,63,3750,65
1000.0,6.0,0.3,64,2769,49
1000.0,6.0,0.3,65,4026,66
1000.0,6.0,0.3,66,4388,61
1000.0,6.0,0.3,67,4522,58
1000.0,6.0,0.3,68,4357,59
1000.0,6.0,0.3,69,4051,57
1000.0,6.0,0.3,70,3983,53
1000.0,6.0,0.3,71,4174,62
1000.0,6.0,0.3,72,3750,58
1000.0,6.0,0.3,73,3910,63
1000.0,6.0,0.3,74,4026,60
1000.0,6.0,0.3,75,3211,51
1000.0,6.0,0.3,76,2914,64
1000.0,6.0,0.3,77,4113,61
1000.0,6.0,0.3,78,3717,63
1000.0,6.0,0.3,79,4539,60
1000.0,6.0,0.3,80,3807,65
1000.0,6.0,0.3,81,3103,61
1000.0,6.0,0.3,82,3252,65
1000.0,6.0,0.3,83,3681,60
1000.0,6.0,0.3,84,4755,59
1000.0,6.0,0.3,85,3948,65
1000.0,6.0,0.3,86,4591,60
1000.0,6.0,0.3,87,4789,58
1000.0,6.0,0.3,88,4222,60
1000.0,6.0,0.3,89,3520,60
1000.0,6.0,0.3,90,3809,63
1000.0,6.0,0.3,91,3942,64
1000.0,6.0,0.3,92,4744,59
1000.0,6.0,0.3,93,4073,60
1000.0,6.0,0.3,94,3519,62
1000.0,6.0,0.3,95,2905,60
1000.0,6.0,0.3,96,4763,57
1000.0,6.0,0.3,97,3713,59
1000.0,6.0,0.3,98,3519,71
1000.0,6.0,0.3,99,4587,59
1000.0,6.0,0.4,0,4431,56
1000.0,6.0,0.4,1,4214,51
1000.0,6.0,0.4,2,3625,48
1000.0,6.0,0.4,3,3760,61
1000.0,6.0,0.4,4,4205,53
1000.0,6.0,0.4,5,3358,47
1000.0,6.0,0.4,6,3905,61
1000.0,6.0,0.4,7,3918,58
1000.0,6.0,0.4,8,4148,61
1000.0,6.0,0.4,9,5242,51
1000.0,6.0,0.4,10,5047,51
1000.0,6.0,0.4,11,4863,52
1000.0,6.0,0.4,12,3840,56
1000.0,6.0,0.4,13,4932,50
1000.0,6.0,0.4,14,3097,46
1000.0,6.0,0.4,15,4451,55
1000.0,6.0,0.4,16,3868,46
1000.0,6.0,0.4,17,5215,50
1000.0,6.0,0.4,18,3893,46
1000.0,6.0,0.4,19,5130,52
1000.0,6.0,0.4,20,5050,53
1000.0,6.0,0.4,21,4138,44
1000.0,6.0,0.4,22,3933,44
1000.0,6.0,0.4,23,3772,47
1000.0,6.0,0.4,24,4914,53
1000.0,6.0,0.4,25,3397,55
1000.0,6.0,0.4,26,3805,59
1000.0,6.0,0.4,27,4742,53
1000.0,6.0,0.4,28,3854,55
1000.0,6.0,0.4,29,3314,52
1000.0,6.0,0.4,30,4533,55
1000.0,6.0,0.4,31,4013,45
1000.0,6.0,0.4,32,4397,50
1000.0,6.0,0.4,33,5414,50
1000.0,6.0,0.4,34,3992,53
1000.0,6.0,0.4,35,3566,57
1000.0,6.0,0.4,36,4687,49
1000.0,6.0,0.4,37,3466,47
1000.0,6.0,0.4,38,5278,50
1000.0,6.0,0.4,39,3689,60
1000.0,6.0,0.4,40,4540,51
1000.0,6.0,0.4,41,3407,60
1000.0,6.0,0.4,42,4820,56
1000.0,6.0,0.4,43,3350,44
1000.0,6.0,0.4,44,3675,60
1000.0,6.0,0.4,45,5000,52
1000.0,6.0,0.4,46,3165,43
1000.0,6.0,0.4,47,4481,56
1000.0,6.0,0.4,48,3216,51
1000.0,6.0,0.4,49,4218,57
1000.0,6.0,0.4,50,3471,46
1000.0,6.0,0.4,51,4348,54
1000.0,6.0,0.4,52,5110,51
1000.0,6.0,0.4,53,4153,59
1000.0,6.0,0.4,54,5020,51
1000.0,6.0,0.4,55,3653,45
1000.0,6.0,0.4,56,5360,51
1000.0,6.0,0.4,57,3547,49
1000.0,6.0,0.4,58,3725,44
1000.0,6.0,0.4,59,4319,58
1000.0,6.0,0.4,60,4393,54
1000.0,6.0,0.4,61,4862,52
1000.0,6.0,0.4,62,4593,55
1000.0,6.0,0.4,63,3241,48
1000.0,6.0,0.4,64,5071,53
1000.0,6.0,0.4,65,3558,57
1000.0,6.0,0.4,66,3654,52
1000.0,6.0,0.4,67,3270,46
1000.0,6.0,0.4,68,3677,61
1000.0,6.0,0.4,69,3667,68
1000.0,6.0,0.4,70,4599,49
1000.0,6.0,0.4,71,4894,50
1000.0,6.0,0.4,72,4055,58
1000.0,6.0,0.4,73,4380,55
1000.0,6.0,0.4,74,3795,54
1000.0,6.0,0.4,75,3604,50
1000.0,6.0,0.4,76,3647,42
1000.0,6.0,0.4,77,4016,56
1000.0,6.0,0.4,78,3597,64
1000.0,6.0,0.4,79,3682,64
1000.0,6.0,0.4,80,4623,54
1000.0,6.0,0.4,81,3708,57
1000.0,6.0,0.4,82,3280,54
1000.0,6.0,0.4,83,3196,43
1000.0,6.0,0.4,84,4666,50
1000.0,6.0,0.4,85,4674,53
1000.0,6.0,0.4,86,3825,57
1000.0,6.0,0.4,87,4206,57
1000.0,6.0,0.4,88,4286,56
1000.0,6.0,0.4,89,4344,51
1000.0,6.0,0.4,90,4718,52
1000.0,6.0,0.4,91,3721,61
1000.0,6.0,0.4,92,4012,45
1000.0,6.0,0.4,93,3261,48
1000.0,6.0,0.4,94,5048,52
1000.0,6.0,0.4,95,3342,41
1000.0,6.0,0.4,96,4520,50
1000.0,6.0,0.4,97,3787,43
1000.0,6.0,0.4,98,4230,48
1000.0,6.0,0.4,99,4209,50
1000.0,6.0,0.5,0,4015,46
1000.0,6.0,0.5,1,3735,53
1000.0,6.0,0.5,2,4737,50
1000.0,6.0,0.5,3,3940,48
1000.0,6.0,0.5,4,4287,44
1000.0,6.0,0.5,5,4990,49
1000.0,6.0,0.5,6,4971,48
1000.0,6.0,0.5,7,3540,42
1000.0,6.0,0.5,8,4762,48
1000.0,6.0,0.5,9,5169,46
1000.0,6.0,0.5,10,3951,53
1000.0,6.0,0.5,11,3726,53
1000.0,6.0,0.5,12,3996,45
1000.0,6.0,0.5,13,3633,52
1000.0,6.0,0.5,14,3855,57
1000.0,6.0,0.5,15,4977,49
1000.0,6.0,0.5,16,3781,55
1000.0,6.0,0.5,17,5259,47
1000.0,6.0,0.5,18,5133,48
1000.0,6.0,0.5,19,4328,55
1000.0,6.0,0.5,20,3948,41
1000.0,6.0,0.5,21,4292,52
1000.0,6.0,0.5,22,4099,56
1000.0,6.0,0.5,23,4767,50
1000.0,6.0,0.5,24,4607,44
1000.0,6.0,0.5,25,5188,47
1000.0,6.0,0.5,26,3924,45
1000.0,6.0,0.5,27,3613,47
1000.0,6.0,0.5,28,4915,51
1000.0,6.0,0.5,29,4340,53
1000.0,6.0,0.5,30,5107,48
1000.0,6.0,0.5,31,3843,52
1000.0,6.0,0.5,32,4089,55
1000.0,6.0,0.5,33,4530,46
1000.0,6.0,0.5,34,5320,48
1000.0,6.0,0.5,35,4385,54
1000.0,6.0,0.5,36,5323,47
1000.0,6.0,0.5,37,4661,52
1000.0,6.0,0.5,38,3675,41
1000.0,6.0,0.5,39,3713,53
1000.0,6.0,0.5,40,3652,48
1000.0,6.0,0.5,41,4352,53
1000.0,6.0,0.5,42,4084,55
1000.0,6.0,0.5,43,4906,50
1000.0,6.0,0.5,44,5070,46
1000.0,6.0,0.5,45,4952,48
1000.0,6.0,0.5,46,3552,42
1000.0,6.0,0.5,47,5038,46
1000.0,6.0,0.5,48,3994,42
1000.0,6.0,0.5,49,4529,49
1000.0,6.0,0.5,50,4146,48
1000.0,6.0,0.5,51,4393,54
1000.0,6.0,0.5,52,4067,56
1000.0,6.0,0.5,53,3849,45
1000.0,6.0,0.5,54,4997,51
1000.0,6.0,0.5,55,4771,48
1000.0,6.0,0.5,56,4980,50
1000.0,6.0,0.5,57,4940,47
1000.0,6.0,0.5,58,3918,56
1000.0,6.0,0.5,59,3534,43
1000.0,6.0,0.5,60,4179,56
1000.0,6.0,0.5,61,4786,50
1000.0,6.0,0.5,62,4150,44
1000.0,6.0,0.5,63,4091,43
1000.0,6.0,0.5,64,5477,49
1000.0,6.0,0.5,65,3677,43
1000.0,6.0,0.5,66,3642,53
1000.0,6.0,0.5,67,4011,44
1000.0,6.0,0.5,68,5190,47
1000.0,6.0,0.5,69,5599,46
1000.0,6.0,0.5,70,4197,45
1000.0,6.0,0.5,71,5679,46
1000.0,6.0,0.5,72,3910,54
1000.0,6.0,0.5,73,3951,58
1000.0,6.0,0.5,74,5419,47
1000.0,6.0,0.5,75,3870,52
1000.0,6.0,0.5,76,4863,49
1000.0,6.0,0.5,77,3674,52
1000.0,6.0,0.5,78,5012,48
1000.0,6.0,0.5,79,3584,42
1000.0,6.0,0.5,80,3994,58
1000.0,6.0,0.5,81,4639,43
1000.0,6.0,0.5,82,5071,48
1000.0,6.0,0.5,83,5562,48
1000.0,6.0,0.5,84,4234,55
1000.0,6.0,0.5,85,3977,44
1000.0,6.0,0.5,86,3535,44
1000.0,6.0,0.5,87,4641,51
1000.0,6.0,0.5,88,3616,45
1000.0,6.0,0.5,89,5124,47
1000.0,6.0,0.5,90,3846,46
1000.0,6.0,0.5,91,5268,48
1000.0,6.0,0.5,92,3600,48
1000.0,6.0,0.5,93,4729,47
1000.0,6.0,0.5,94,5741,49
1000.0,6.0,0.5,95,5462,48
1000.0,6.0,0.5,96,3789,53
1000.0,6.0,0.5,97,4083,50
1000.0,6.0,0.5,98,3538,40
1000.0,6.0,0.5,99,3662,41
1000.0,6.0,0.6,0,5266,45
1000.0,6.0,0.6,1,5453,45
1000.0,6.0,0.6,2,4158,56
1000.0,6.0,0.6,3,4331,48
1000.0,6.0,0.6,4,3895,42
1000.0,6.0,0.6,5,4309,53
1000.0,6.0,0.6,6,5804,45
1000.0,6.0,0.6,7,4418,55
1000.0,6.0,0.6,8,5457,45
1000.0,6.0,0.6,9,4813,50
1000.0,6.0,0.6,10,5288,47
1000.0,6.0,0.6,11,3862,44
1000.0,6.0,0.6,12,4099,55
1000.0,6.0,0.6,13,3964,50
1000.0,6.0,0.6,14,5176,44
1000.0,6.0,0.6,15,5307,46
1000.0,6.0,0.6,16,4901,43
1000.0,6.0,0.6,17,5520,45
1000.0,6.0,0.6,18,4416,48
1000.0,6.0,0.6,19,5304,46
1000.0,6.0,0.6,20,4150,42
1000.0,6.0,0.6,21,4773,51
1000.0,6.0,0.6,22,5611,44
1000.0,6.0,0.6,23,5381,45
1000.0,6.0,0.6,24,5396,46
1000.0,6.0,0.6,25,3981,55
1000.0,6.0,0.6,26,4550,48
1000.0,6.0,0.6,27,5512,45
1000.0,6.0,0.6,28,5241,47
1000.0,6.0,0.6,29,3712,36
1000.0,6.0,0.6,30,3750,39
1000.0,6.0,0.6,31,4475,45
1000.0,6.0,0.6,32,4964,49
1000.0,6.0,0.6,33,5113,48
1000.0,6.0,0.6,34,4834,44
1000.0,6.0,0.6,35,3824,40
1000.0,6.0,0.6,36,3959,52
1000.0,6.0,0.6,37,3802,44
1000.0,6.0,0.6,38,5195,47
1000.0,6.0,0.6,39,5657,45
1000.0,6.0,0.6,40,5393,45
1000.0,6.0,0.6,41,4305,47
1000.0,6.0,0.6,42,5302,46
1000.0,6.0,0.6,43,4825,50
1000.0,6.0,0.6,44,5624,46
1000.0,6.0,0.6,45,4157,41
